<<<<<<< HEAD
purchase_count,car_make,car_model,car_price,car_year,car_type,car_color,number_of_doors,fuel_type,transmission_type
19,Mercedes-Benz,Vito,18852,2023,van,Blue,5,Hybrid,Manual
33,Mercedes-Benz,GLC,25379,2023,SUV,Silver,3,Electric,Manual
35,BMW,M5,50022,2023,sedan,Black,5,Electric,Automatic
25,Audi,Q7,47796,2023,SUV,Gray,5,Gasoline,Automatic
16,BMW,Series 2,25498,2023,coupe,Gray,5,Electric,Manual
13,Mercedes-Benz,GLC,24555,2023,SUV,Gray,3,Electric,Manual
49,Audi,A7,26833,2023,sedan,Gray,3,Electric,Manual
37,Audi,Q5,34012,2023,SUV,Red,5,Electric,Automatic
21,BMW,M5,29511,2023,sedan,White,3,Electric,Automatic
4,BMW,M5,31736,2023,sedan,Gray,5,Electric,Automatic
10,Mercedes-Benz,Vito,52578,2023,van,Red,5,Electric,Manual
42,Mercedes-Benz,E Class,39714,2023,sedan,Gray,3,Gasoline,Manual
24,Audi,A4,28372,2023,sedan,Silver,5,Electric,Automatic
26,Mercedes-Benz,S Class,46000,2023,sedan,White,5,Diesel,Automatic
15,Audi,A4,21776,2023,sedan,Silver,3,Electric,Manual
41,Mercedes-Benz,GLS,35520,2023,SUV,Black,3,Gasoline,Manual
1,BMW,Series 7,25742,2023,sedan,Gray,5,Electric,Automatic
44,Mercedes-Benz,GLC,31269,2023,SUV,Silver,5,Electric,Manual
33,Mercedes-Benz,Vito,34980,2023,van,Red,3,Gasoline,Automatic
3,Mercedes-Benz,C Class,37178,2023,combie,Silver,3,Diesel,Manual
21,Audi,A6,23737,2023,combie,Gray,3,Electric,Automatic
38,Audi,A8,33371,2023,sedan,Red,5,Electric,Manual
24,BMW,Series 4,36922,2023,coupe,Silver,3,Gasoline,Manual
43,BMW,Series 4,42511,2023,coupe,Silver,3,Gasoline,Automatic
39,BMW,Series 5,29506,2023,combie,Silver,5,Electric,Automatic
26,Mercedes-Benz,S Class,23412,2023,sedan,Silver,3,Electric,Manual
27,BMW,Series 7,36344,2023,sedan,Blue,5,Electric,Manual
25,Mercedes-Benz,S Class,28093,2023,sedan,White,3,Electric,Automatic
41,BMW,Series 2,20483,2023,coupe,Blue,3,Electric,Manual
24,Audi,A4,46167,2023,sedan,Blue,5,Electric,Automatic
13,BMW,M3,19268,2023,sedan,Black,3,Electric,Manual
17,Audi,A4,41942,2023,sedan,Gray,5,Electric,Manual
34,Mercedes-Benz,GLC,38410,2023,SUV,Red,5,Diesel,Automatic
48,BMW,Series 8,13201,2023,sedan,White,3,Diesel,Automatic
37,BMW,Series 8,44194,2023,coupe,Red,3,Electric,Manual
4,Mercedes-Benz,GLC,28520,2023,SUV,Silver,5,Gasoline,Manual
43,BMW,Series 1,36339,2023,hatchback,Gray,5,Gasoline,Automatic
24,Audi,Q3,21137,2023,SUV,Blue,5,Electric,Manual
34,Audi,Q5,30390,2023,SUV,White,5,Electric,Manual
46,Mercedes-Benz,GLA,20658,2023,SUV,Gray,5,Electric,Manual
8,BMW,Series 7,48273,2023,sedan,Black,5,Gasoline,Automatic
21,BMW,Series 4,37261,2023,coupe,Red,3,Gasoline,Manual
20,BMW,Series 7,25424,2023,sedan,Gray,3,Gasoline,Automatic
48,Mercedes-Benz,S Class,42903,2023,sedan,White,5,Electric,Manual
39,BMW,Series 8,51571,2023,sedan,Gray,5,Diesel,Automatic
27,Mercedes-Benz,C Class,30559,2023,combie,Blue,5,Hybrid,Automatic
23,Audi,A1,27858,2023,hatchback,Silver,5,Diesel,Automatic
31,Audi,A6,29532,2023,sedan,Black,3,Hybrid,Automatic
49,Mercedes-Benz,Vito,13924,2023,van,White,3,Diesel,Manual
22,BMW,Series 7,39252,2023,sedan,Gray,3,Gasoline,Manual
23,Audi,A3,28347,2023,sedan,Silver,5,Diesel,Automatic
46,BMW,M3,35305,2023,sedan,Black,5,Electric,Automatic
50,Audi,A1,30088,2023,hatchback,White,5,Electric,Manual
3,Audi,A7,34480,2023,sedan,Blue,3,Electric,Automatic
17,Audi,Q7,29404,2023,SUV,Blue,3,Hybrid,Manual
7,Audi,A5,52298,2023,sedan,Silver,5,Electric,Manual
14,Audi,A5,45858,2023,sedan,Blue,5,Hybrid,Manual
9,Mercedes-Benz,C Class,16822,2023,combie,Silver,3,Electric,Manual
39,BMW,Series 8,25931,2023,coupe,Gray,3,Electric,Automatic
37,Audi,A4,19789,2023,sedan,Blue,3,Diesel,Manual
3,BMW,Series 7,27492,2023,sedan,White,5,Electric,Automatic
35,BMW,Series 7,26489,2023,sedan,Blue,3,Electric,Manual
37,Audi,A7,34096,2023,sedan,Blue,3,Electric,Manual
13,Mercedes-Benz,S Class,34286,2023,sedan,Gray,5,Diesel,Manual
35,Audi,Q7,32936,2023,SUV,Blue,3,Gasoline,Automatic
18,Audi,A4,28678,2023,sedan,Gray,3,Diesel,Manual
46,Audi,Q5,26738,2023,SUV,Red,3,Electric,Manual
42,BMW,Series 1,22012,2023,hatchback,Black,5,Electric,Automatic
50,BMW,Series 4,39235,2023,coupe,White,5,Gasoline,Automatic
1,BMW,M5,22174,2023,sedan,Gray,3,Gasoline,Manual
35,Audi,Q7,15174,2023,SUV,Red,3,Hybrid,Automatic
42,Audi,Q7,19266,2023,SUV,Black,5,Electric,Manual
29,BMW,Series 4,23824,2023,coupe,Black,5,Electric,Automatic
40,BMW,Series 3,36504,2023,sedan,Gray,3,Electric,Automatic
22,Audi,Q7,16668,2023,SUV,Black,5,Hybrid,Manual
20,Mercedes-Benz,C Class,32403,2023,combie,Red,3,Hybrid,Manual
3,BMW,Series 1,38760,2023,hatchback,Silver,5,Electric,Manual
44,Mercedes-Benz,GLS,28857,2023,SUV,Red,3,Electric,Automatic
28,Audi,A8,23160,2023,sedan,Red,5,Electric,Automatic
44,Mercedes-Benz,GLS,21690,2023,SUV,Red,3,Hybrid,Automatic
39,BMW,Series 3,20158,2023,sedan,Gray,3,Hybrid,Automatic
11,Audi,Q3,38444,2023,SUV,Gray,3,Gasoline,Manual
4,BMW,M3,44555,2023,sedan,Silver,3,Electric,Automatic
15,BMW,M3,38451,2023,sedan,Blue,5,Electric,Automatic
1,Mercedes-Benz,S Class,33073,2023,sedan,White,5,Hybrid,Manual
23,Audi,Q5,38963,2023,SUV,Gray,3,Electric,Automatic
15,Audi,Q5,11839,2023,SUV,Black,5,Electric,Automatic
41,Audi,A5,40020,2023,sedan,White,5,Hybrid,Automatic
29,Mercedes-Benz,A Class,37242,2023,hatchback,Blue,5,Electric,Automatic
6,Audi,A1,40196,2023,sedan,Blue,3,Electric,Automatic
3,Mercedes-Benz,E Class,45048,2023,sedan,White,5,Diesel,Manual
16,Audi,A6,25993,2023,sedan,White,3,Gasoline,Manual
25,BMW,Series 4,48813,2023,coupe,Gray,5,Electric,Manual
2,Audi,Q5,40822,2023,SUV,White,5,Electric,Automatic
8,Mercedes-Benz,S Class,30588,2023,sedan,Black,3,Electric,Manual
25,Audi,A3,42573,2023,hatchback,Silver,5,Hybrid,Automatic
7,Audi,Q5,45158,2023,SUV,White,3,Diesel,Manual
25,Audi,Q7,30727,2023,SUV,Silver,5,Gasoline,Manual
7,Mercedes-Benz,E Class,46252,2023,combie,Gray,3,Gasoline,Automatic
32,BMW,M3,41926,2023,sedan,Silver,5,Electric,Automatic
1,Mercedes-Benz,A Class,19881,2023,hatchback,Black,5,Electric,Automatic
34,Mercedes-Benz,GLC,48519,2023,SUV,Blue,3,Electric,Automatic
5,BMW,Series 7,37676,2023,sedan,Silver,3,Electric,Manual
8,BMW,Series 6,18056,2023,sedan,Blue,5,Electric,Manual
50,Mercedes-Benz,GLC,40196,2023,SUV,Silver,3,Gasoline,Automatic
45,BMW,Series 4,29251,2023,coupe,White,3,Electric,Automatic
21,Mercedes-Benz,GLS,37786,2023,SUV,Black,3,Hybrid,Manual
10,Mercedes-Benz,GLS,25712,2023,SUV,Black,5,Hybrid,Automatic
13,Mercedes-Benz,GLA,42680,2023,SUV,Silver,5,Hybrid,Manual
46,Audi,A6,14294,2023,combie,White,3,Gasoline,Automatic
23,Mercedes-Benz,GLC,42707,2023,SUV,Silver,3,Diesel,Manual
38,BMW,M3,30137,2023,sedan,Gray,5,Electric,Manual
47,BMW,Series 7,24268,2023,sedan,White,3,Electric,Automatic
20,Audi,A1,31361,2023,hatchback,Gray,5,Diesel,Manual
48,BMW,Series 4,28335,2023,coupe,Black,5,Electric,Manual
36,Audi,Q3,28160,2023,SUV,White,5,Electric,Automatic
19,Audi,A8,39859,2023,sedan,Blue,3,Electric,Manual
32,Mercedes-Benz,B Class,31340,2023,hatchback,Gray,5,Electric,Manual
22,Audi,A5,26139,2023,sedan,Black,3,Diesel,Manual
29,BMW,Series 3,49052,2023,combie,Silver,3,Electric,Automatic
15,Mercedes-Benz,GLC,36717,2023,SUV,Black,5,Gasoline,Manual
47,Mercedes-Benz,E Class,44789,2023,combie,Gray,5,Diesel,Manual
18,Audi,A5,34753,2023,sedan,Silver,3,Electric,Automatic
31,Mercedes-Benz,GLA,46273,2023,SUV,White,5,Diesel,Automatic
48,Audi,A7,29841,2023,sedan,White,3,Electric,Automatic
28,Audi,A4,45122,2023,sedan,Black,3,Gasoline,Manual
11,Mercedes-Benz,B Class,43806,2023,hatchback,Blue,5,Hybrid,Automatic
13,Audi,Q3,26496,2023,SUV,Black,5,Electric,Automatic
25,Audi,A1,28603,2023,sedan,Blue,3,Electric,Automatic
40,Audi,A4,48109,2023,sedan,Red,5,Electric,Automatic
7,BMW,Series 4,17655,2023,coupe,Silver,3,Electric,Manual
18,BMW,M5,43614,2023,sedan,Gray,3,Electric,Automatic
14,Mercedes-Benz,B Class,28324,2023,hatchback,Red,5,Electric,Automatic
6,Mercedes-Benz,B Class,49055,2023,hatchback,Gray,3,Electric,Manual
22,Mercedes-Benz,E Class,21755,2023,sedan,Black,5,Gasoline,Automatic
29,Mercedes-Benz,B Class,25145,2023,hatchback,Black,3,Electric,Automatic
26,BMW,Series 4,45726,2023,coupe,Blue,3,Diesel,Automatic
21,Audi,Q3,25179,2023,SUV,Black,3,Electric,Manual
45,Mercedes-Benz,GLA,40106,2023,SUV,White,5,Electric,Manual
17,Mercedes-Benz,R Class,47783,2023,minivan,Silver,5,Diesel,Manual
12,BMW,Series 5,52672,2023,sedan,Gray,3,Electric,Manual
35,Mercedes-Benz,A Class,41141,2023,hatchback,Gray,5,Hybrid,Manual
29,Mercedes-Benz,S Class,38167,2023,sedan,Blue,5,Electric,Manual
40,Mercedes-Benz,GLS,37755,2023,SUV,Blue,5,Electric,Manual
24,Mercedes-Benz,B Class,42162,2023,hatchback,Black,5,Hybrid,Manual
10,Mercedes-Benz,R Class,30980,2023,minivan,Black,5,Gasoline,Automatic
15,Audi,A6,12093,2023,sedan,Black,5,Hybrid,Automatic
38,Audi,A4,22478,2023,sedan,White,5,Electric,Manual
31,Mercedes-Benz,GLC,32032,2023,SUV,Gray,3,Gasoline,Manual
33,BMW,M3,38281,2023,sedan,Silver,5,Electric,Manual
1,Audi,Q3,32025,2023,SUV,Gray,5,Electric,Automatic
42,BMW,Series 1,30619,2023,hatchback,Blue,3,Electric,Manual
49,Audi,A6,45133,2023,combie,Blue,3,Gasoline,Automatic
32,BMW,Series 3,41223,2023,sedan,Blue,3,Electric,Manual
37,Mercedes-Benz,R Class,19431,2023,minivan,Silver,5,Gasoline,Automatic
27,Audi,Q5,39184,2023,SUV,Red,5,Electric,Automatic
36,Mercedes-Benz,C Class,25932,2023,combie,Silver,5,Gasoline,Manual
4,BMW,Series 5,25280,2023,combie,Silver,3,Electric,Automatic
8,Audi,A8,28510,2023,sedan,White,3,Electric,Manual
40,BMW,Series 7,33790,2023,sedan,Red,5,Electric,Automatic
9,Mercedes-Benz,GLS,31558,2023,SUV,Red,5,Hybrid,Automatic
23,Audi,Q3,29165,2023,SUV,Silver,3,Gasoline,Automatic
14,Audi,A5,33428,2023,sedan,Blue,3,Electric,Manual
46,Audi,A1,20663,2023,sedan,Black,3,Electric,Manual
12,Mercedes-Benz,S Class,25127,2023,sedan,Red,5,Electric,Manual
37,BMW,M3,43965,2023,sedan,Black,3,Electric,Automatic
26,BMW,Series 8,25773,2023,coupe,Silver,3,Electric,Automatic
18,Mercedes-Benz,Vito,50401,2023,van,Black,3,Gasoline,Automatic
42,BMW,Series 2,20616,2023,coupe,Silver,5,Gasoline,Manual
29,Audi,Q5,48657,2023,SUV,Black,5,Gasoline,Manual
33,BMW,M5,41679,2023,sedan,White,3,Electric,Automatic
2,Mercedes-Benz,E Class,24789,2023,sedan,Red,3,Gasoline,Manual
41,BMW,Series 8,29959,2023,coupe,Blue,3,Electric,Manual
38,BMW,Series 6,36972,2023,sedan,Silver,3,Electric,Automatic
46,BMW,Series 1,41896,2023,hatchback,Blue,3,Hybrid,Automatic
25,Mercedes-Benz,R Class,42145,2023,minivan,Blue,5,Electric,Automatic
5,BMW,M5,43636,2023,sedan,White,5,Electric,Automatic
15,Mercedes-Benz,GLS,35092,2023,SUV,Gray,5,Gasoline,Automatic
2,BMW,Series 5,17341,2023,sedan,Black,3,Electric,Manual
19,Mercedes-Benz,R Class,44093,2023,minivan,Red,5,Electric,Manual
28,BMW,M3,37689,2023,sedan,White,5,Diesel,Automatic
28,Mercedes-Benz,GLS,37842,2023,SUV,Silver,3,Diesel,Automatic
49,BMW,Series 4,17137,2023,coupe,Gray,3,Electric,Manual
42,BMW,Series 3,27710,2023,combie,Silver,5,Electric,Manual
38,Mercedes-Benz,R Class,18155,2023,minivan,Black,3,Gasoline,Automatic
8,BMW,Series 7,43469,2023,sedan,White,3,Gasoline,Automatic
5,Audi,A5,51112,2023,sedan,Silver,5,Electric,Automatic
13,BMW,Series 6,29074,2023,sedan,Blue,3,Hybrid,Manual
33,BMW,Series 5,47569,2023,sedan,Blue,3,Electric,Manual
50,Mercedes-Benz,GLA,46804,2023,SUV,Gray,3,Hybrid,Automatic
38,Mercedes-Benz,A Class,28894,2023,hatchback,Black,5,Hybrid,Automatic
45,BMW,Series 1,47859,2023,hatchback,White,3,Electric,Manual
34,BMW,Series 1,22015,2023,hatchback,White,3,Electric,Automatic
30,Audi,A6,38451,2023,sedan,Gray,5,Electric,Automatic
12,Mercedes-Benz,E Class,44255,2023,sedan,Red,5,Gasoline,Manual
30,BMW,Series 1,23319,2023,hatchback,Black,3,Hybrid,Manual
25,BMW,Series 5,52353,2023,combie,White,3,Diesel,Automatic
26,Audi,A1,33953,2023,hatchback,Blue,3,Gasoline,Manual
44,Mercedes-Benz,B Class,46847,2023,hatchback,Gray,3,Electric,Manual
24,BMW,Series 8,53511,2023,coupe,Blue,3,Electric,Manual
47,Mercedes-Benz,GLS,11083,2023,SUV,Gray,3,Gasoline,Automatic
23,BMW,Series 5,38794,2023,combie,Red,5,Hybrid,Automatic
37,Mercedes-Benz,GLS,45138,2023,SUV,Gray,5,Hybrid,Manual
50,Audi,Q7,38360,2023,SUV,Blue,5,Hybrid,Automatic
26,BMW,Series 7,36173,2023,sedan,Silver,5,Electric,Manual
39,BMW,Series 8,36294,2023,coupe,Black,5,Gasoline,Manual
39,BMW,Series 5,44917,2023,combie,White,3,Diesel,Automatic
29,Audi,A8,22140,2023,sedan,Black,5,Electric,Manual
28,Audi,A6,47210,2023,sedan,Silver,5,Electric,Automatic
13,Audi,A7,41708,2023,sedan,Black,3,Electric,Automatic
18,Audi,Q7,34529,2023,SUV,Silver,5,Gasoline,Manual
6,Audi,A4,28267,2023,sedan,Red,3,Gasoline,Manual
43,BMW,M5,29074,2023,sedan,Blue,3,Electric,Automatic
37,Mercedes-Benz,A Class,17516,2023,hatchback,Silver,3,Electric,Manual
11,BMW,Series 4,31773,2023,coupe,Black,3,Electric,Manual
13,Mercedes-Benz,GLS,44874,2023,SUV,Black,3,Hybrid,Manual
15,Audi,Q3,18645,2023,SUV,Gray,3,Gasoline,Automatic
28,Audi,A6,23645,2023,combie,Silver,5,Electric,Automatic
1,Audi,A8,49536,2023,sedan,Red,3,Electric,Automatic
41,Audi,A5,16232,2023,sedan,Blue,5,Electric,Automatic
31,BMW,Series 8,21988,2023,coupe,Gray,3,Electric,Manual
14,Mercedes-Benz,R Class,18876,2023,minivan,Gray,5,Electric,Automatic
49,Mercedes-Benz,Vito,39513,2023,van,Gray,3,Gasoline,Manual
40,Audi,Q3,27380,2023,SUV,Gray,3,Hybrid,Manual
5,Audi,A6,20263,2023,sedan,Red,3,Electric,Manual
50,Audi,A3,36923,2023,hatchback,Red,5,Electric,Manual
14,Audi,A7,32334,2023,sedan,Gray,5,Electric,Manual
15,Audi,A4,44449,2023,sedan,Red,3,Hybrid,Manual
12,BMW,Series 3,22438,2023,combie,Blue,3,Gasoline,Automatic
43,BMW,Series 3,40872,2023,sedan,White,3,Hybrid,Manual
50,BMW,Series 2,28836,2023,coupe,Red,3,Gasoline,Manual
47,Audi,Q5,24462,2023,SUV,Blue,5,Electric,Manual
29,BMW,M3,18484,2023,sedan,Red,3,Electric,Manual
8,Audi,A1,33137,2023,sedan,Blue,3,Hybrid,Manual
9,Audi,A6,43741,2023,combie,Blue,3,Electric,Manual
8,Mercedes-Benz,S Class,18943,2023,sedan,Gray,3,Electric,Manual
19,BMW,Series 7,27991,2023,sedan,White,3,Gasoline,Automatic
